"","s1.pileup.freq","s2.pileup.freq","s3.pileup.freq","s4.pileup.freq","s5.pileup.freq"
"chr1:120457994",12125,12744,9887,13694,11569
"chr1:120457995",11968,12597,9819,13605,11460
"chr1:120457996",12195,12813,9937,13765,11631
"chr1:120457997",12207,12811,9972,13809,11645
"chr1:120457998",12154,12798,9975,13709,11598
"chr1:120457999",12280,12922,10071,13845,11736
"chr1:120458000",12276,12884,10049,13814,11714
"chr1:120458001",12148,12822,9980,13651,11587
"chr1:120458002",12117,12781,9949,13621,11549
"chr1:120458003",12108,12728,9930,13618,11533
"chr1:120458004",11971,12543,9834,13419,11456
"chr1:120458005",12104,12670,9909,13548,11513
"chr1:120458006",12125,12667,9933,13496,11555
"chr1:120458007",12192,12732,9960,13575,11612
"chr1:120458008",12438,12890,10114,13789,11817
"chr1:120458009",12460,12943,10157,13834,11847
"chr1:120458010",12387,12871,10123,13810,11800
"chr1:120458011",12421,12916,10138,13772,11781
"chr1:120458012",12349,12839,10084,13691,11718
"chr1:120458013",12163,12724,9966,13507,11533
"chr1:120458014",12133,12609,9910,13467,11471
"chr1:120458015",11772,12347,9744,13157,11185
"chr1:120458016",11763,12313,9712,13107,11166
"chr1:120458017",11880,12329,9731,13293,11263
"chr1:120458018",11884,12403,9759,13329,11286
"chr1:120458019",11868,12406,9745,13307,11271
"chr1:120458020",11849,12375,9752,13308,11242
"chr1:120458021",11705,12263,9657,13186,11156
"chr1:120458022",11834,12412,9719,13359,11264
"chr1:120458023",11842,12407,9723,13364,11275
"chr1:120458024",11468,12027,9484,13026,10939
"chr1:120458025",11571,12159,9561,13164,11012
"chr1:120458026",11583,12189,9602,13217,11019
"chr1:120458027",11514,12174,9575,13185,11009
"chr1:120458028",11535,12182,9585,13196,11028
"chr1:120458029",11504,12192,9570,13174,11003
"chr1:120458030",11587,12278,9586,13263,11075
"chr1:120458031",11589,12282,9599,13265,11079
"chr1:120458032",11577,12218,9564,13193,11062
"chr1:120458033",11582,12242,9579,13216,11074
"chr1:120458034",11514,12166,9534,13146,11013
"chr1:120458035",11869,12461,9771,13419,11303
"chr1:120458036",11922,12500,9864,13500,11356
"chr1:120458037",12067,12600,9953,13641,11464
"chr1:120458038",12083,12622,9991,13645,11482
"chr1:120458039",11991,12481,9902,13534,11406
"chr1:120458040",12008,12495,9916,13580,11457
"chr1:120458041",11962,12467,9850,13505,11395
"chr1:120458042",11933,12387,9842,13492,11423
"chr1:120458043",11725,12227,9721,13348,11223
"chr1:120458044",11807,12254,9780,13417,11330
"chr1:120458045",11730,12169,9738,13351,11277
"chr1:120458046",11568,11979,9681,13215,11169
"chr1:120458047",11695,12019,9757,13323,11259
"chr1:120458048",11674,12029,9738,13289,11216
"chr1:120458049",11608,11977,9673,13133,11117
"chr1:120458050",11659,11999,9673,13162,11167
"chr1:120458051",11641,11960,9670,13134,11132
"chr1:120458052",11679,11958,9656,13127,11142
"chr1:120458053",11489,11729,9607,13055,11098
"chr1:120458054",11631,11901,9645,13190,11112
"chr1:120458055",11693,12067,9721,13316,11228
"chr1:120458056",11822,12108,9849,13418,11257
"chr1:120458057",11728,12029,9768,13341,11169
"chr1:120458058",11421,11794,9592,13111,10990
"chr1:120458059",11499,11856,9695,13178,11050
"chr1:120458060",11404,11747,9626,12970,11007
"chr1:120458061",11387,11754,9599,12990,11008
"chr1:120458062",11407,11761,9600,13010,11015
"chr1:120458063",11247,11631,9467,12863,10882
"chr1:120458064",11326,11738,9555,12965,10977
"chr1:120458065",11400,11831,9607,13117,11060
"chr1:120458066",11347,11774,9583,13077,11024
"chr1:120458067",11387,11780,9611,13156,11049
"chr1:120458068",11437,11875,9662,13226,11105
"chr1:120458069",11370,11823,9627,13197,11096
"chr1:120458070",11630,11963,9781,13391,11229
"chr1:120458071",11567,11906,9741,13286,11194
"chr1:120458072",11406,11760,9575,13129,11077
"chr1:120458073",11524,11823,9632,13178,11174
"chr1:120458074",11467,11787,9621,13122,11116
"chr1:120458075",11636,11930,9696,13267,11281
"chr1:120458076",11652,11932,9662,13265,11287
"chr1:120458077",11552,11832,9600,13085,11168
"chr1:120458078",11588,11919,9682,13124,11225
"chr1:120458079",11443,11758,9566,13012,11097
"chr1:120458080",11938,12057,9883,13455,11443
"chr1:120458081",11876,11948,9711,13290,11328
"chr1:120458082",11010,11289,9041,12604,10723
"chr1:120458083",10933,11230,8975,12562,10663
"chr1:120458084",10902,11161,8922,12498,10641
"chr1:120458085",11008,11298,8980,12577,10706
"chr1:120458086",10998,11278,9002,12581,10706
"chr1:120458087",11080,11399,9101,12738,10779
"chr1:120458088",11132,11453,9131,12884,10873
"chr1:120458089",11234,11489,9193,12964,10933
"chr1:120458090",11275,11462,9188,12978,10954
"chr1:120458091",10945,11194,8933,12745,10656
"chr1:120458092",10868,11045,8876,12646,10540
"chr1:120458093",10633,10880,8723,12350,10339
"chr1:120458094",10597,10813,8696,12313,10332
"chr1:120458095",10689,10914,8750,12429,10393
"chr1:120458096",10672,10900,8749,12512,10386
"chr1:120458097",10734,11007,8841,12664,10423
"chr1:120458098",10755,11047,8858,12768,10438
"chr1:120458099",10719,11045,8886,12764,10449
"chr1:120458100",10795,11144,8956,12902,10558
"chr1:120458101",10804,11138,8940,12867,10551
"chr1:120458102",10946,11239,9027,13007,10668
"chr1:120458103",10931,11242,9012,12991,10670
"chr1:120458104",10823,11113,8960,12970,10585
"chr1:120458105",10815,11080,8923,12908,10586
"chr1:120458106",10869,11121,8928,12983,10630
"chr1:120458107",10918,11132,8939,13021,10642
"chr1:120458108",10826,11078,8912,12893,10569
"chr1:120458109",10654,10974,8792,12788,10446
"chr1:120458110",10624,10876,8750,12719,10398
"chr1:120458111",10668,10933,8765,12731,10402
"chr1:120458112",10696,10960,8781,12763,10430
"chr1:120458113",10670,10956,8790,12769,10428
"chr1:120458114",10795,10983,8821,12862,10482
"chr1:120458115",10823,10977,8855,12896,10505
"chr1:120458116",10976,11130,8941,13024,10602
"chr1:120458117",11018,11133,8961,13032,10624
"chr1:120458118",11044,11172,8998,13085,10646
"chr1:120458119",11035,11192,8967,13110,10645
"chr1:120458120",11185,11394,9060,13203,10721
"chr1:120458121",11154,11313,9021,13134,10657
"chr1:120458122",10769,11029,8764,12827,10325
"chr1:120458123",10886,11106,8799,12951,10400
"chr1:120458124",10853,11125,8783,12991,10397
"chr1:120458125",10655,10863,8649,12783,10290
"chr1:120458126",10713,10918,8665,12870,10357
"chr1:120458127",10755,10954,8727,12983,10403
"chr1:120458128",10970,11182,8854,13204,10555
"chr1:120458129",10980,11170,8874,13196,10592
"chr1:120458130",10986,11128,8880,13186,10593
"chr1:120458131",11197,11287,8963,13389,10808
"chr1:120458132",11202,11285,8951,13374,10805
"chr1:120458133",11240,11304,8947,13358,10808
"chr1:120458134",11212,11308,8886,13320,10779
"chr1:120458135",11150,11223,8855,13261,10753
"chr1:120458136",11181,11250,8903,13344,10812
"chr1:120458137",11223,11329,8955,13405,10860
"chr1:120458138",11167,11316,8940,13355,10852
"chr1:120458139",11182,11379,8917,13365,10859
"chr1:120458140",11188,11392,8912,13356,10824
"chr1:120458141",11141,11311,8849,13313,10752
"chr1:120458142",10708,10961,8527,12954,10385
"chr1:120458143",10792,11061,8577,13014,10431
"chr1:120458144",10720,10980,8555,12920,10396
"chr1:120458145",10711,10997,8552,12988,10395
"chr1:120458146",10823,11109,8618,13090,10455
"chr1:120458147",10817,11134,8639,13135,10474
"chr1:120458148",10839,11131,8682,13192,10491
"chr1:120458149",10831,11153,8670,13168,10478
"chr1:120458150",10852,11160,8697,13261,10519
"chr1:120458151",10851,11183,8707,13307,10553
"chr1:120458152",11042,11335,8815,13430,10719
"chr1:120458153",11031,11388,8823,13408,10717
"chr1:120458154",10943,11287,8756,13305,10621
"chr1:120458155",10859,11244,8683,13216,10541
"chr1:120458156",10849,11237,8706,13185,10557
"chr1:120458157",10835,11168,8715,13176,10563
"chr1:120458158",10827,11111,8707,13158,10534
"chr1:120458159",10812,11113,8693,13139,10528
"chr1:120458160",10872,11210,8749,13176,10616
"chr1:120458161",10944,11244,8783,13237,10647
"chr1:120458162",10788,11135,8698,13108,10502
"chr1:120458163",10897,11194,8787,13255,10615
"chr1:120458164",10871,11149,8757,13177,10585
"chr1:120458165",10492,10778,8546,12836,10270
"chr1:120458166",10444,10733,8482,12787,10227
"chr1:120458167",10518,10787,8532,12871,10275
"chr1:120458168",10525,10764,8521,12892,10271
"chr1:120458169",10469,10698,8479,12882,10238
"chr1:120458170",10581,10771,8524,12954,10330
"chr1:120458171",10600,10799,8531,12952,10331
"chr1:120458172",10608,10834,8545,13021,10424
"chr1:120458173",10716,10883,8604,13090,10498
"chr1:120458174",10693,10829,8606,13079,10483
"chr1:120458175",10756,10857,8634,13089,10482
"chr1:120458176",10791,10779,8632,13060,10487
"chr1:120458177",10867,10828,8693,13111,10544
"chr1:120458178",10842,10850,8647,13132,10530
"chr1:120458179",10789,10852,8663,13162,10504
"chr1:120458180",10775,10826,8664,13081,10502
"chr1:120458181",10670,10730,8629,12979,10472
"chr1:120458182",10725,10759,8620,13062,10540
"chr1:120458183",10629,10664,8577,12998,10521
"chr1:120458184",10629,10632,8546,12991,10513
"chr1:120458185",10693,10691,8586,13033,10535
"chr1:120458186",10672,10680,8585,12986,10519
"chr1:120458187",10556,10585,8453,12901,10406
"chr1:120458188",10521,10537,8398,12859,10348
"chr1:120458189",10476,10519,8397,12825,10309
"chr1:120458190",10448,10475,8373,12788,10326
"chr1:120458191",10534,10568,8419,12853,10369
"chr1:120458192",10487,10625,8476,12957,10407
"chr1:120458193",10618,10778,8519,13101,10519
"chr1:120458194",10627,10778,8502,13090,10493
"chr1:120458195",10455,10653,8394,12928,10333
"chr1:120458196",10331,10429,8273,12741,10170
"chr1:120458197",9892,10023,7999,12300,9701
"chr1:120458198",9916,10015,8000,12319,9686
"chr1:120458199",9988,10070,8056,12409,9758
"chr1:120458200",9986,10053,8075,12431,9766
"chr1:120458201",10104,10228,8191,12563,9950
"chr1:120458202",10303,10472,8296,12756,10151
"chr1:120458203",10344,10576,8333,12824,10229
"chr1:120458204",10577,10703,8510,13032,10479
"chr1:120458205",10594,10693,8514,13068,10484
"chr1:120458206",10594,10644,8496,13055,10466
"chr1:120458207",10589,10642,8473,13023,10481
"chr1:120458208",10567,10628,8464,13003,10460
"chr1:120458209",10544,10632,8452,12976,10437
"chr1:120458210",10506,10622,8430,12938,10409
"chr1:120458211",10548,10651,8429,13006,10455
"chr1:120458212",10603,10646,8429,13031,10477
"chr1:120458213",10591,10678,8455,13029,10494
"chr1:120458214",10553,10678,8418,12941,10487
"chr1:120458215",10619,10763,8457,13011,10541
"chr1:120458216",10652,10806,8497,12993,10603
"chr1:120458217",10549,10726,8414,12861,10504
"chr1:120458218",10214,10480,8254,12555,10249
"chr1:120458219",10137,10424,8188,12521,10176
"chr1:120458220",10178,10433,8176,12497,10210
"chr1:120458221",10249,10488,8178,12604,10319
"chr1:120458222",10243,10448,8102,12517,10244
"chr1:120458223",9949,10203,7860,12251,9992
"chr1:120458224",9997,10198,7882,12209,9984
"chr1:120458225",10061,10237,7887,12231,9999
"chr1:120458226",10014,10223,7869,12109,9986
"chr1:120458227",10023,10267,7895,12134,10042
"chr1:120458228",10009,10203,7863,12114,10041
"chr1:120458229",10012,10265,7828,12240,10038
"chr1:120458230",10063,10291,7875,12217,10052
"chr1:120458231",10056,10264,7869,12147,10055
"chr1:120458232",10033,10183,7890,12152,10056
"chr1:120458233",10171,10258,7925,12307,10079
"chr1:120458234",10265,10320,7933,12368,10128
"chr1:120458235",10136,10158,7824,12223,10003
"chr1:120458236",9731,9938,7579,11868,9677
"chr1:120458237",9716,9957,7563,11834,9682
"chr1:120458238",9666,9889,7554,11806,9663
"chr1:120458239",9659,9889,7552,11796,9658
"chr1:120458240",9665,9883,7520,11777,9644
"chr1:120458241",9677,9892,7510,11804,9653
"chr1:120458242",9658,9915,7464,11825,9632
"chr1:120458243",9602,9885,7476,11805,9598
"chr1:120458244",9625,9885,7453,11825,9589
"chr1:120458245",9528,9766,7319,11709,9509
"chr1:120458246",9502,9752,7334,11680,9489
"chr1:120458247",9246,9600,7191,11402,9310
"chr1:120458248",9222,9608,7177,11359,9270
"chr1:120458249",9180,9529,7133,11312,9218
"chr1:120458250",9020,9322,7036,11093,9047
"chr1:120458251",9148,9441,7100,11244,9175
"chr1:120458252",9254,9483,7177,11341,9258
"chr1:120458253",9231,9489,7164,11332,9262
"chr1:120458254",9022,9275,7033,11225,9132
"chr1:120458255",9227,9465,7233,11485,9294
"chr1:120458256",9245,9508,7265,11545,9340
"chr1:120458257",9230,9506,7277,11565,9350
"chr1:120458258",9248,9555,7315,11639,9357
"chr1:120458259",9253,9575,7296,11664,9367
"chr1:120458260",9183,9448,7243,11562,9296
"chr1:120458261",9263,9548,7306,11634,9357
"chr1:120458262",9239,9530,7317,11646,9378
"chr1:120458263",9191,9442,7244,11555,9309
"chr1:120458264",9281,9480,7336,11660,9423
"chr1:120458265",9312,9503,7361,11696,9448
"chr1:120458266",9274,9504,7341,11726,9433
"chr1:120458267",9319,9522,7364,11721,9472
"chr1:120458268",9290,9466,7324,11729,9469
"chr1:120458269",9206,9339,7270,11641,9355
"chr1:120458270",8992,9121,7033,11376,9102
"chr1:120458271",8856,9000,6977,11276,8997
"chr1:120458272",8848,8989,6959,11210,8960
"chr1:120458273",8875,8997,6977,11252,8948
"chr1:120458274",8967,9057,7019,11355,9008
"chr1:120458275",8964,9067,7030,11312,8991
"chr1:120458276",9019,9032,7042,11256,8994
"chr1:120458277",9069,9041,7029,11258,9008
"chr1:120458278",9031,8997,6991,11173,8961
"chr1:120458279",8935,8915,6893,11041,8849
"chr1:120458280",8838,8853,6827,10941,8778
"chr1:120458281",8878,8908,6839,10995,8826
"chr1:120458282",8871,8809,6827,10951,8809
"chr1:120458283",8940,8855,6858,10995,8850
"chr1:120458284",8927,8855,6848,10987,8839
"chr1:120458285",8789,8717,6743,10907,8733
"chr1:120458286",8650,8641,6686,10818,8658
"chr1:120458287",8444,8517,6567,10627,8496
"chr1:120458288",8391,8449,6506,10544,8428
"chr1:120458289",8466,8483,6530,10580,8474
"chr1:120458290",8574,8632,6590,10646,8569
"chr1:120458291",8651,8676,6630,10743,8602
"chr1:120458292",8643,8643,6629,10646,8563
"chr1:120458293",8553,8526,6535,10537,8500
"chr1:120458294",8573,8547,6533,10595,8487
"chr1:120458295",8584,8539,6516,10585,8475
"chr1:120458296",8562,8554,6529,10614,8512
"chr1:120458297",8575,8556,6542,10670,8545
"chr1:120458298",8693,8662,6626,10743,8671
"chr1:120458299",8863,8735,6669,10863,8783
"chr1:120458300",8685,8544,6533,10729,8630
"chr1:120458301",8482,8329,6398,10554,8522
"chr1:120458302",8415,8174,6319,10457,8472
"chr1:120458303",8361,8111,6336,10450,8476
"chr1:120458304",8383,8095,6344,10388,8488
"chr1:120458305",8394,8122,6365,10431,8527
"chr1:120458306",8400,8114,6368,10443,8537
"chr1:120458307",8527,8177,6465,10508,8604
"chr1:120458308",8533,8169,6443,10493,8601
"chr1:120458309",8423,8090,6405,10434,8500
"chr1:120458310",8311,8023,6312,10356,8420
"chr1:120458311",8264,7963,6255,10272,8367
"chr1:120458312",8264,7960,6257,10280,8364
"chr1:120458313",8250,7938,6269,10307,8348
"chr1:120458314",8300,7976,6304,10330,8406
"chr1:120458315",8369,8080,6331,10419,8473
"chr1:120458316",8387,8109,6341,10498,8516
"chr1:120458317",8449,8121,6366,10551,8528
"chr1:120458318",8412,8069,6323,10504,8470
"chr1:120458319",8217,7849,6136,10285,8278
"chr1:120458320",8196,7809,6121,10274,8269
"chr1:120458321",8211,7827,6145,10267,8285
"chr1:120458322",8245,7826,6145,10318,8299
"chr1:120458323",8213,7808,6149,10308,8288
"chr1:120458324",8303,7868,6190,10326,8337
"chr1:120458325",8302,7882,6175,10305,8332
"chr1:120458326",8227,7841,6124,10232,8259
"chr1:120458327",8162,7771,6068,10130,8206
"chr1:120458328",8126,7755,6035,10046,8194
"chr1:120458329",8114,7675,6003,9815,8150
"chr1:120458330",8110,7637,5977,9796,8150
"chr1:120458331",8185,7665,6015,9878,8188
"chr1:120458332",8172,7623,6023,9924,8148
"chr1:120458333",8015,7444,5944,9769,8001
"chr1:120458334",7990,7405,5940,9746,7943
"chr1:120458335",7979,7424,5939,9773,7921
"chr1:120458336",7950,7363,5932,9747,7889
"chr1:120458337",7929,7358,5909,9708,7845
"chr1:120458338",7893,7318,5889,9716,7822
"chr1:120458339",7944,7331,5879,9844,7873
"chr1:120458340",7945,7328,5889,9867,7863
"chr1:120458341",7763,7175,5776,9730,7682
"chr1:120458342",7610,7039,5660,9556,7515
"chr1:120458343",7554,7009,5623,9482,7424
"chr1:120458344",7613,7031,5671,9558,7464
"chr1:120458345",7651,7059,5685,9532,7487
"chr1:120458346",7671,7059,5706,9523,7502
"chr1:120458347",7665,7080,5690,9565,7505
"chr1:120458348",7656,7057,5682,9617,7485
"chr1:120458349",7635,7037,5662,9596,7469
"chr1:120458350",7620,7020,5628,9558,7413
"chr1:120458351",7668,7052,5632,9461,7457
"chr1:120458352",7624,7018,5618,9375,7411
"chr1:120458353",7745,7142,5677,9431,7493
"chr1:120458354",7770,7168,5719,9465,7513
"chr1:120458355",7726,7140,5713,9361,7485
"chr1:120458356",7846,7261,5814,9461,7590
"chr1:120458357",7850,7191,5806,9469,7582
"chr1:120458358",7642,6981,5691,9315,7426
"chr1:120458359",7693,7018,5735,9409,7442
"chr1:120458360",7679,7011,5745,9402,7430
"chr1:120458361",7655,6995,5735,9373,7402
"chr1:120458362",7656,7016,5752,9376,7371
"chr1:120458363",7589,6990,5723,9330,7306
"chr1:120458364",7697,7168,5828,9471,7398
"chr1:120458365",7687,7134,5831,9476,7349
"chr1:120458366",7454,6994,5693,9261,7154
"chr1:120458367",7532,7017,5708,9339,7178
"chr1:120458368",7490,7053,5698,9338,7159
"chr1:120458369",7523,7117,5746,9397,7177
"chr1:120458370",7605,7186,5779,9521,7253
"chr1:120458371",7606,7188,5776,9530,7264
"chr1:120458372",7646,7196,5812,9552,7288
"chr1:120458373",7641,7107,5820,9568,7274
"chr1:120458374",7673,7137,5859,9547,7283
"chr1:120458375",7662,7105,5855,9528,7268
"chr1:120458376",7649,7094,5885,9542,7317
"chr1:120458377",7632,7089,5901,9541,7361
"chr1:120458378",7798,7246,6009,9707,7535
"chr1:120458379",7859,7335,6059,9796,7640
"chr1:120458380",7849,7359,6036,9769,7599
"chr1:120458381",7751,7312,5992,9773,7514
"chr1:120458382",7400,7046,5774,9444,7159
"chr1:120458383",7447,7108,5806,9509,7186
"chr1:120458384",7477,7104,5827,9561,7229
"chr1:120458385",7564,7187,5908,9613,7321
"chr1:120458386",7798,7361,6126,9893,7545
"chr1:120458387",7807,7406,6137,9948,7580
"chr1:120458388",7901,7481,6170,9985,7655
"chr1:120458389",7921,7458,6176,9993,7660
"chr1:120458390",7885,7475,6156,9988,7672
"chr1:120458391",7848,7442,6149,9942,7649
"chr1:120458392",8056,7601,6254,10048,7768
"chr1:120458393",8056,7616,6282,10035,7789
"chr1:120458394",8001,7600,6259,10007,7766
"chr1:120458395",7989,7622,6285,10043,7792
"chr1:120458396",8104,7845,6374,10239,7981
"chr1:120458397",8238,8029,6476,10361,8197
"chr1:120458398",8167,8074,6504,10330,8230
"chr1:120458399",8070,8022,6434,10233,8205
"chr1:120458400",7943,7916,6324,10129,8093
"chr1:120458401",7875,7877,6279,10104,8029
"chr1:120458402",7949,7948,6325,10148,8084
"chr1:120458403",7952,7944,6324,10131,8075
"chr1:120458404",7967,7986,6341,10165,8083
"chr1:120458405",7972,7970,6352,10094,8063
"chr1:120458406",8069,8078,6457,10189,8209
"chr1:120458407",8220,8191,6530,10231,8330
"chr1:120458408",8227,8266,6542,10256,8373
"chr1:120458409",8157,8203,6510,10193,8347
"chr1:120458410",8145,8192,6534,10200,8351
"chr1:120458411",8193,8246,6557,10223,8375
"chr1:120458412",8184,8229,6553,10182,8348
"chr1:120458413",8161,8153,6513,10145,8315
"chr1:120458414",8125,8100,6469,10066,8235
"chr1:120458415",8068,8020,6449,9930,8166
"chr1:120458416",7797,7894,6295,9677,8026
"chr1:120458417",7785,7873,6255,9620,8020
"chr1:120458418",7821,7957,6295,9829,8070
"chr1:120458419",7813,8015,6326,9902,8117
"chr1:120458420",8095,8238,6583,10172,8333
"chr1:120458421",8137,8304,6627,10248,8366
"chr1:120458422",8061,8288,6569,10167,8304
"chr1:120458423",8311,8504,6743,10449,8461
"chr1:120458424",8297,8438,6726,10416,8456
"chr1:120458425",8217,8373,6676,10378,8403
"chr1:120458426",8204,8391,6664,10386,8358
"chr1:120458427",8226,8409,6667,10403,8385
"chr1:120458428",8252,8412,6685,10409,8394
"chr1:120458429",8253,8396,6666,10416,8397
"chr1:120458430",8375,8501,6710,10522,8489
"chr1:120458431",8396,8506,6712,10496,8499
"chr1:120458432",8539,8589,6784,10528,8568
"chr1:120458433",8518,8565,6783,10540,8572
"chr1:120458434",8451,8508,6736,10438,8532
"chr1:120458435",8536,8578,6803,10512,8622
"chr1:120458436",8540,8608,6825,10563,8636
"chr1:120458437",8627,8682,6903,10649,8707
"chr1:120458438",8584,8656,6898,10636,8651
"chr1:120458439",8423,8555,6780,10457,8505
"chr1:120458440",8269,8497,6703,10334,8415
"chr1:120458441",8166,8478,6639,10326,8334
"chr1:120458442",8178,8497,6684,10376,8358
"chr1:120458443",8148,8476,6660,10345,8342
"chr1:120458444",8135,8521,6645,10313,8352
"chr1:120458445",8167,8553,6699,10392,8420
"chr1:120458446",8172,8536,6698,10409,8407
"chr1:120458447",8154,8498,6678,10322,8360
"chr1:120458448",8103,8483,6669,10276,8333
"chr1:120458449",8095,8490,6694,10280,8335
"chr1:120458450",8831,9064,7156,10864,8901
"chr1:120458451",8898,9142,7209,11038,8969
"chr1:120458452",9004,9218,7278,11137,9062
"chr1:120458453",9016,9215,7276,11131,9058
"chr1:120458454",8950,9187,7242,11123,9024
"chr1:120458455",9000,9275,7245,11144,9036
"chr1:120458456",8996,9249,7240,11136,9015
"chr1:120458457",8944,9291,7230,11157,8977
"chr1:120458458",8946,9270,7227,11147,8960
"chr1:120458459",8722,9097,7088,10974,8815
"chr1:120458460",8959,9220,7176,11304,8940
"chr1:120458461",9009,9238,7188,11400,8968
"chr1:120458462",8910,9156,7121,11326,8921
"chr1:120458463",8891,9154,7129,11330,8910
"chr1:120458464",8879,9139,7132,11290,8902
"chr1:120458465",8965,9261,7163,11382,8956
"chr1:120458466",8977,9301,7202,11476,8984
"chr1:120458467",8974,9323,7248,11404,9011
"chr1:120458468",9182,9498,7401,11577,9155
"chr1:120458469",9204,9558,7412,11656,9203
"chr1:120458470",9141,9535,7365,11642,9153
"chr1:120458471",9224,9629,7457,11713,9205
"chr1:120458472",9448,9853,7582,11968,9391
"chr1:120458473",9570,10039,7654,12114,9492
"chr1:120458474",9638,10125,7723,12177,9577
"chr1:120458475",9660,10172,7728,12223,9613
"chr1:120458476",9736,10250,7752,12368,9702
"chr1:120458477",9876,10414,7864,12505,9852
"chr1:120458478",9842,10379,7837,12452,9821
"chr1:120458479",10024,10476,7938,12609,10007
"chr1:120458480",9992,10489,7921,12592,10034
"chr1:120458481",9795,10355,7847,12483,9917
"chr1:120458482",9895,10431,7933,12617,9984
"chr1:120458483",9996,10514,7970,12753,10107
"chr1:120458484",10199,10799,8107,12905,10324
"chr1:120458485",10246,10867,8146,12986,10382
"chr1:120458486",10143,10829,8099,12870,10297
"chr1:120458487",10287,10910,8173,12942,10385
"chr1:120458488",10362,11014,8242,13053,10454
"chr1:120458489",10360,11043,8267,13104,10471
"chr1:120458490",10447,11214,8358,13217,10564
"chr1:120458491",10516,11299,8406,13309,10627
"chr1:120458492",10629,11415,8521,13419,10770
"chr1:120458493",10749,11537,8599,13507,10849
"chr1:120458494",10666,11579,8605,13480,10837
"chr1:120458495",10638,11543,8566,13460,10824
"chr1:120458496",10307,11301,8431,13164,10552
"chr1:120458497",10499,11445,8575,13359,10728
"chr1:120458498",10510,11498,8579,13413,10735
"chr1:120458499",10548,11518,8594,13455,10760
"chr1:120458500",10582,11559,8625,13505,10788
"chr1:120458501",10664,11647,8684,13629,10921
"chr1:120458502",10762,11721,8760,13744,11011
"chr1:120458503",10892,11914,8842,13882,11178
"chr1:120458504",10934,11996,8894,14003,11227
"chr1:120458505",10947,11977,8890,14013,11204
"chr1:120458506",11019,12147,8953,14109,11349
"chr1:120458507",11009,12150,8939,14119,11335
"chr1:120458508",10981,12095,8937,14094,11285
"chr1:120458509",11028,12166,8962,14128,11310
"chr1:120458510",11027,12194,8964,14161,11314
"chr1:120458511",11082,12220,8988,14202,11346
"chr1:120458512",11060,12198,8990,14193,11321
"chr1:120458513",10964,12119,8939,14075,11222
"chr1:120458514",10986,12155,8963,14135,11260
"chr1:120458515",11080,12290,9021,14226,11385
"chr1:120458516",11310,12534,9166,14454,11609
"chr1:120458517",11346,12596,9195,14515,11664
"chr1:120458518",11305,12594,9212,14512,11677
"chr1:120458519",11369,12647,9226,14512,11707
"chr1:120458520",11327,12640,9174,14451,11686
"chr1:120458521",11361,12653,9200,14452,11691
"chr1:120458522",11350,12618,9179,14416,11653
"chr1:120458523",11288,12575,9170,14317,11593
"chr1:120458524",11316,12652,9214,14383,11662
"chr1:120458525",11308,12678,9214,14371,11643
"chr1:120458526",11174,12506,9133,14259,11528
"chr1:120458527",11277,12568,9145,14324,11557
"chr1:120458528",11327,12627,9196,14343,11577
"chr1:120458529",11331,12671,9218,14346,11599
"chr1:120458530",11215,12553,9137,14241,11471
"chr1:120458531",11293,12646,9169,14285,11524
"chr1:120458532",11264,12603,9159,14211,11475
"chr1:120458533",11118,12511,9080,14122,11351
"chr1:120458534",11278,12589,9135,14192,11444
"chr1:120458535",11274,12592,9141,14169,11424
"chr1:120458536",11199,12554,9092,14100,11342
"chr1:120458537",11428,12582,9164,14270,11476
"chr1:120458538",11443,12611,9171,14277,11485
"chr1:120458539",11421,12639,9150,14314,11533
"chr1:120458540",11420,12636,9161,14300,11530
"chr1:120458541",11186,12460,9043,14121,11322
"chr1:120458542",11209,12480,9072,14132,11335
"chr1:120458543",11221,12450,9058,14153,11340
"chr1:120458544",11228,12507,9062,14186,11340
"chr1:120458545",11140,12451,9034,14051,11291
"chr1:120458546",11203,12571,9104,14115,11299
"chr1:120458547",11270,12658,9136,14176,11348
"chr1:120458548",11219,12641,9118,14182,11351
"chr1:120458549",11376,12808,9220,14379,11447
"chr1:120458550",11328,12744,9173,14167,11446
"chr1:120458551",11194,12528,9005,13929,11246
"chr1:120458552",11217,12546,9010,13914,11248
"chr1:120458553",11246,12542,9046,13972,11253
"chr1:120458554",11342,12603,9117,13958,11336
"chr1:120458555",11452,12727,9179,14055,11411
"chr1:120458556",11538,12829,9317,14193,11507
"chr1:120458557",11474,12790,9297,14112,11452
"chr1:120458558",11449,12841,9310,14090,11400
"chr1:120458559",11479,12835,9320,14131,11448
"chr1:120458560",11330,12777,9167,13832,11276
"chr1:120458561",11195,12594,9044,13642,11113
"chr1:120458562",11239,12601,9058,13722,11132
"chr1:120458563",11186,12568,9067,13687,11130
"chr1:120458564",11363,12792,9194,13902,11261
"chr1:120458565",11391,12809,9218,13896,11292
"chr1:120458566",11303,12672,9134,13772,11195
"chr1:120458567",11288,12670,9130,13771,11207
"chr1:120458568",11299,12661,9136,13722,11239
"chr1:120458569",11249,12584,9113,13671,11174
"chr1:120458570",11464,12774,9339,13861,11399
"chr1:120458571",11478,12828,9383,13864,11425
"chr1:120458572",11443,12743,9356,13753,11411
"chr1:120458573",11658,13036,9517,13964,11623
"chr1:120458574",11664,13040,9514,13984,11652
